site,grassType,lat,lon,spNum,n,soc,pr_growing,srad_growing,vpd_growing,tmean_growing,p,soilMoist,soilBD,agb,BGB_0_10,BGB_10_20,BGB_20_30,BGB_0_30,prop_top10,AGB_BGB_0_30,AGB_BGB_0_10,NIRveos
ALT-129,Desert steppe,46.216667,87.733333,4,0.041184,0.226415,19.55555556,2355.444444,184.8888889,21.98888889,0.356935,9.444444444,1.427067,185.234,467.69705,,,,,,2.524898507,295.0739746
ALT-210,Desert steppe,46.333333,90.083333,5,0.055772,0.510525,14.11111111,2359.444444,150.4444444,18.85555556,0.69719,28.22222222,1.572433,171.116667,805.808847,,,,,,4.70911958,295.2876282
ALT-104,Desert steppe,47.7,88.416667,3,0.081566,0.610923,16.22222222,2351.666667,151,19.6,0.519983,47.55555556,1.549533,147.163333,1096.700023,,,,,,7.452264098,295.5876465
ALT-133,Desert steppe,46.316667,87.266667,6,0.061881,0.483423,21.77777778,2351.333333,183.3333333,21.79444444,0.367713,6.111111111,1.646333,80.2975,823.443949,,,,,,10.2549139,295.723175
ALT-049,Desert steppe,48.016667,86.75,9,0.042949,0.352734,26.77777778,2348.333333,152.1111111,20.21111111,0.397748,41.11111111,1.716467,41.68,1285.778066,,,,,,30.84880197,295.7872925
ALT-084,Desert steppe,46.966667,89.066667,3,0.049934,0.335527,14.66666667,2370.666667,156.2222222,19.42777778,0.61213,27.33333333,1.452067,26.84,577.094199,,,,,,21.50127418,296.0206604
ALT-139,Desert steppe,46.65,88.65,4,0.02755,0.18497,16.66666667,2359.222222,155.5555556,19.71111111,0.45947,17.66666667,1.852367,55.946667,569.694878,,,,,,10.18282069,296.0745544
NMG-P066,Temperate steppe,41.782889,111.27275,4,0.135955,1.033261,44.22222222,2422,134.3333333,17.98888889,0.506695,88.66666667,1.64,75.401733,828.82,235.46,107.82,1172.1,143.5529725,15.54473556,10.99205505,296.2599792
ALT-171,Desert steppe,46.85,89.45,10,0.089827,0.494564,14.22222222,2371.222222,150.5555556,18.87777778,0.7397,34.55555556,1.769633,137.366667,976.72847,,,,,,7.110374673,296.3033142
NMG-P045,Temperate steppe,40.968028,109.243361,7,0.092586,0.636316,49.22222222,2406.333333,154.8888889,20.55555556,0.533941,24.77777778,1.5,56.683333,1066.88,236.11,164.34,1467.33,193.5529725,25.88644532,18.82175842,296.4739685
NMG-P089,Desert steppe,42.124389,112.185583,4,0.10326,0.734862,41.33333333,2408.333333,132.5555556,17.97777778,0.231554,10.77777778,1.52,500.845,1456.28,407.59,141.6,2005.47,225.5529725,4.004172948,2.907646078,296.4856873
ALT-132,Desert steppe,46.516667,87.816667,4,0.037246,0.275134,18.88888889,2353.777778,168.2222222,20.92777778,0.460985,10.11111111,1.835033,76.574167,715.747088,,,,,,9.347109032,296.7454834
NMG-P067,Desert steppe,42.2625,110.992417,5,0.062229,0.400873,35.33333333,2424.555556,161.5555556,20.08333333,0.424469,5.333333333,1.45,172.91,1301.69,400.44,169.21,1871.34,101.5529725,10.82262449,7.528136025,296.7858276
ALT-087,Desert steppe,47.6,88.55,6,0.103116,0.891959,17.88888889,2306.666667,130.7777778,17.54444444,0.512644,37.22222222,1.4436,82.218667,837.025164,,,,,,10.18047597,296.8679504
ALT-122,Desert steppe,46.8,88.3,3,0.031381,0.193856,17.44444444,2354.888889,155.4444444,19.84444444,0.461713,17.11111111,1.6992,107.68,555.333611,,,,,,5.157258646,296.8773499
ALT-103,Desert steppe,47.55,88.45,6,0.106414,0.826114,16.11111111,2354.111111,148.8888889,19.38333333,1.311798,40.55555556,1.6086,58.333333,876.356696,,,,,,15.02325773,297.1166687
ALT-046,Temperate steppe,48.166667,86.366667,7,0.028197,0.24104,31.11111111,2343.666667,142.6666667,19.53888889,2.124485,22.44444444,1.530033,146.976667,2241.094598,,,,,,15.24796176,297.2737732
ALT-158,Desert steppe,46.766667,89.216667,5,0.061814,0.571559,14.44444444,2370.888889,154.6666667,19.27222222,0.531158,29.77777778,1.646633,89.136667,778.120007,,,,,,8.729516519,297.3740234
ALT-017,Desert steppe,47.35,86.416667,5,0.074737,0.459467,30.55555556,2327.777778,133.8888889,18.15,0.529605,18.77777778,1.537967,54.16,1892.11162,,,,,,34.93559121,297.6348572
ALT-072,Desert steppe,47.6,86.966667,5,0.032077,0.152911,22.77777778,2360.222222,153.1111111,20.26666667,0.392017,28.44444444,1.703467,43.45,417.995989,,,,,,9.620160852,297.7001038
ALT-172,Desert steppe,46.733333,89.4,4,0.058055,0.709785,13.88888889,2373.222222,156,19.39444444,0.705641,29.11111111,1.667233,54.213333,726.453468,,,,,,13.39990419,298.1710815
ALT-063,Mountain meadows,48.533333,87.116667,13,0.577491,5.394083,37.33333333,2239.222222,70,11.35,0.851504,60.66666667,0.850033,114.803333,2109.169934,,,,,,18.372027,298.1892395
ALT-138,Desert steppe,46.816667,88.783333,5,0.064376,0.80925,15.66666667,2364.888889,160.5555556,20.05,0.369158,20.44444444,1.803,80.788667,648.095071,,,,,,8.022103781,298.3450012
XJYL-P099,Temperate steppe,43.097068,81.993969,10,0.5075,4.363222,37.66666667,2372.666667,140.4444444,18.4,0.704642,35.33333333,0.998333,94.99,282.88,39.95,13.64,336.47,18.55297247,3.542162333,2.977997684,298.4014587
ALT-127,Desert steppe,45.916667,87.516667,4,0.02511,0.109773,20.66666667,2356.333333,198.6666667,22.74444444,0.594507,12.55555556,1.6915,76.390667,624.332303,,,,,,8.17288718,298.5856934
ALT-123,Desert steppe,46.983333,88.466667,4,0.051457,0.347731,15.88888889,2365,158.8888889,20.05,0.711113,18.77777778,1.606133,59.626667,702.749477,,,,,,11.78582524,298.8474426
ALT-025,Desert steppe,47.716667,86.016667,5,0.053864,0.365954,32,2341,154.4444444,20.07777778,0.328483,27.77777778,1.5632,73.173333,2434.10753,,,,,,33.26495364,298.8706665
NMG-P131,Temperate meadow steppe,45.160056,121.571583,5,0.084554,0.652556,78.55555556,2312.777778,120.2222222,21.04444444,0.859277,63.33333333,1.61,93.936667,167.83,55.48,39.34,262.65,11.55297247,2.796032778,1.786629283,299.0555725
ALT-176,Desert steppe,46.45,89.566667,5,0.04953,0.653303,14,2379,158.6666667,19.62222222,0.715874,34.77777778,1.692867,41.720833,711.151736,,,,,,17.04548267,299.1076965
XJYL-P051,Mountain meadows,43.721131,84.43781,10,0.204408,1.734998,82.33333333,2152.555556,20.55555556,3.35,1.362679,184.8888889,0.8739,64.333333,1354.48,659.76,584.08,2598.32,227.5529725,40.38839399,21.05409337,299.2482605
ALT-195,Desert steppe,46.516667,90.766667,5,0.070817,0.49768,14,2325.777778,120.2222222,16.50555556,1.991628,25.88888889,1.630433,134.6,676.843414,,,,,,5.028554339,299.3345337
ALT-094,Mountain meadows,47.983333,88.333333,8,0.402806,4.107093,27,2212.333333,44.22222222,7.088888889,1.091254,45,1.091333,80.916667,1865.466737,,,,,,23.05417173,299.4201355
ALT-157,Desert steppe,46.616667,89.066667,4,0.054964,0.479413,15.55555556,2366.555556,152.5555556,19.20555556,0.728492,21.44444444,1.4655,65.84,694.434162,,,,,,10.54729894,299.4798279
ALT-147,Desert steppe,46.45,89.033333,6,0.010191,0.090361,15.88888889,2367.222222,161.7777778,19.97777778,1.105746,18.44444444,1.682767,66.744167,944.46892,,,,,,14.15058368,299.8791199
ALT-088,Desert steppe,47.5,88.4,5,0.064506,0.456452,16.66666667,2350.666667,148.5555556,19.26111111,0.87598,36.11111111,1.616567,50.826667,1784.232338,,,,,,35.10425616,299.9297485
ALT-177,Desert steppe,46.65,89.6,4,0.071014,0.440648,14.11111111,2370,152.3333333,19.07222222,0.493328,31.66666667,1.6613,77.0645,1239.508464,,,,,,16.08403953,300.0697937
ALT-120,Desert steppe,47,87.016667,3,0.072726,0.532548,23.66666667,2329.777778,160.2222222,20.28888889,0.487199,17.88888889,1.717267,95.573333,1123.959144,,,,,,11.76017524,300.3531494
ALT-189,Temperate steppe,46.783333,90.5,10,0.177955,1.524306,15.55555556,2301.555556,115.3333333,15.95,0.724164,12.33333333,1.653067,100.033333,1131.432708,,,,,,11.31055693,300.3814087
ALT-145,Desert steppe,46.316667,88.883333,5,0.027344,0.140109,16.66666667,2370.111111,159.8888889,19.89444444,0.622935,17.22222222,1.5515,176.73,774.512041,,,,,,4.38245935,300.3886414
ALT-024,Desert steppe,47.75,85.75,5,0.029813,0.232811,33.66666667,2337,157.8888889,20.4,0.289975,24.33333333,1.5919,34.558933,354.074766,,,,,,10.24553524,300.4118042
ALT-144,Desert steppe,46.25,88.95,5,0.037812,0.232347,16.77777778,2366.555556,159.7777778,19.92222222,0.73407,17.33333333,1.4843,55.645,842.121274,,,,,,15.13381749,300.7047729
ALT-175,Desert steppe,46.4,89.45,7,0.033496,0.198693,14.22222222,2379.666667,158.6666667,19.65,0.72164,31.33333333,1.544967,49.795,789.157407,,,,,,15.84812545,300.7582092
NMG-P042,Temperate steppe,39.924222,109.098,6,0.055556,0.331729,63.77777778,2365.333333,126.6666667,18.84444444,0.36877,21.88888889,1.63,105.2,362.77,60.73,28.58,452.08,24.55297247,4.297338403,3.44838403,300.7684326
ALT-130,Desert steppe,46.266667,87.9,4,0.030733,0.212186,18.88888889,2357.888889,191.7777778,22.34444444,0.331112,13.11111111,1.471567,108.996,677.845629,,,,,,6.218995459,301.0173645
ALT-090,Desert steppe,47.433333,88.183333,3,0.042665,0.29485,15.77777778,2366.555556,159.3333333,20.37222222,0.686984,27.77777778,1.707033,91.24,579.012884,,,,,,6.346042131,301.7374573
ALT-067,Desert steppe,48.033333,86.883333,5,0.033857,0.267142,26.44444444,2348.222222,152,20.00555556,0.402924,43.77777778,1.746367,58.936667,893.578388,,,,,,15.16167156,301.9118958
XJYL-P080,Desert steppe,43.416913,82.600245,1,0.09579,0.578561,27.22222222,2408.666667,178.3333333,22.22777778,0.722445,31,1.3589,52.133333,58.35,25.49,22.98,106.82,6.552972472,2.048976995,1.119245531,301.9315491
XJYL-P114,Desert steppe,43.205249,81.640601,9,0.229066,1.679107,35.11111111,2377.555556,151.5555556,19.33333333,0.854078,35.22222222,1.132733,74.806667,1589.11,377.39,299.12,2265.62,203.5529725,30.28633798,21.2428927,302.3745117
NMG-P177,Temperate steppe,49.139139,116.972972,7,0.232136,2.119964,53.33333333,2164.222222,99.55555556,17.22222222,0.810215,39.33333333,1.32,176.18,168.86,126.07,108.47,403.4,7.552972472,2.289703712,0.958451584,302.4354553
ALT-101,Desert steppe,47.266667,88.466667,5,0.03427,0.250716,15.22222222,2370.333333,157.2222222,19.96111111,0.791176,29,1.781733,38.1796,455.147527,,,,,,11.92122304,302.8639832
ALT-026,Desert steppe,47.833333,86.216667,5,0.025734,0.176054,28.88888889,2347.555556,160.6666667,20.72222222,0.365695,36.33333333,1.719667,41.9608,448.178306,,,,,,10.68088087,303.9348755
ALT-214,Desert steppe,46.683333,90.166667,7,0.074979,0.654587,16.44444444,2313.777778,117.7777778,16.05555556,0.63053,29.33333333,1.5532,55.563333,1246.785555,,,,,,22.43899866,304.0195618
ALT-173,Desert steppe,46.533333,89.35,5,0.044642,0.346105,14.22222222,2374.666667,154,19.35555556,0.547393,29.66666667,1.892833,73,1376.822443,,,,,,18.86058141,304.3366089
XJYL-P057,Temperate steppe,43.725955,83.619657,15,0.825715,7.492395,48.55555556,2326,58.44444444,12.00555556,0.351925,33.88888889,0.855,118.333333,2787.57,802.07,479.6,4069.24,25.55297247,34.38794376,23.55692964,304.5316772
XJYL-P039,Mountain meadows,43.689666,82.37677,7,0.251475,2.146318,41.11111111,2344.333333,144.1111111,19.03888889,1.050105,62.55555556,1.102067,94.653333,1050.32,142.58,83.47,1276.37,129.5529725,13.48468099,11.0964925,304.5577393
ALT-215,Temperate steppe,46.666667,90.316667,9,0.038671,0.251489,15.22222222,2326,124.5555556,16.85555556,0.134364,11.66666667,1.434533,185.11,1812.176971,,,,,,9.789730274,304.6040344
ALT-061,Desert steppe,47.45,86.8,5,0.043055,0.240469,26.44444444,2333.666667,150.7777778,19.51666667,0.543683,28.77777778,1.6423,27.9207,564.614934,,,,,,20.22209092,305.0806274
ALT-082,Desert steppe,46.216667,89.55,6,0.021966,0.104432,14.55555556,2373.222222,157.8888889,19.50555556,0.607007,27.77777778,1.6071,19.475867,487.624012,,,,,,25.03734555,305.104248
ALT-182,Desert steppe,46.25,89.833333,5,0.04488,0.196556,13.88888889,2374,155.7777778,19.35,0.506874,29.11111111,1.759767,67.04,1054.518728,,,,,,15.72969463,305.5733948
ALT-107,Desert steppe,47.633333,88.016667,4,0.080342,0.548235,16.88888889,2362.333333,143.5555556,19.43333333,0.924009,29.33333333,1.678933,49.64,559.217602,,,,,,11.26546338,305.8856812
ALT-039,Desert steppe,47.983333,85.733333,4,0.042141,0.307053,34.44444444,2335.666667,157.2222222,20.67222222,0.401167,34.33333333,1.660067,326.546667,579.722476,,,,,,1.775312795,306.0164795
ALT-038,Desert steppe,48.05,85.65,5,0.021898,0.134669,36.22222222,2327.444444,156,20.59444444,0.180579,38.66666667,1.589167,27.8976,401.428505,,,,,,14.38935625,306.2688599
ALT-202,Desert steppe,46.2,90.483333,6,0.067218,0.271112,13.33333333,2353.777778,149,18.85555556,1.52282,26.22222222,1.850667,48.685833,859.41142,,,,,,17.65218683,307.3724976
ALT-091,Desert steppe,47.55,88.183333,5,0.049503,0.343092,17.22222222,2358.222222,154.3333333,19.88333333,1.181493,32.55555556,1.665567,22.643333,770.102102,,,,,,34.01010364,307.6630859
ALT-212,Desert steppe,46.583333,90.233333,6,0.117638,0.81567,15.55555556,2328.888889,121.8888889,16.45555556,0.536879,10,1.534767,52.09,1126.883582,,,,,,21.6333957,308.5877686
ALT-092,Desert steppe,47.65,88.25,3,0.068684,0.464699,16.44444444,2361.666667,141.6666667,19.27777778,0.631973,38.88888889,1.662733,62.173333,593.544519,,,,,,9.5466093,308.8968811
XJYL-P032,Mountain meadows,44.459664,80.722422,9,0.211112,1.873671,48,2246.333333,107.4444444,14.57222222,1.188889,26.88888889,1.154533,159.296667,1050.31,499.44,223.58,1773.33,105.5529725,11.13224798,6.593421066,314.2496338
ALT-118,Desert steppe,46.866667,87.333333,3,0.098083,0.506052,20.77777778,2340.222222,165.5555556,20.97222222,0.547768,11.33333333,1.369833,89.25,692.378375,,,,,,7.757740896,318.5183716
XJYL-P014,Temperate steppe,44.000523,81.852883,7,0.13152,1.02893,37.11111111,2345.444444,153.3333333,19.61666667,0.401725,35,1.276733,360.626667,306.26,279.3,241.63,827.19,8.552972472,2.293757161,0.849243908,322.0223999
